總價(萬元),占比乗面積,building,屋齡,樓別/樓高,管理組織,電梯,主要用途,region,衛,廳,房
1390,29.458764,high-rise  apartment  (building),2,十二層/十四層,有,有,住家用,Anping District  ,2,2,3
1358,41.33,House,36,全/二層,無,無,住家用,Anping District  ,2,3,4
1235,25.961664,high-rise  apartment  (building),7,六層/十五層,有,有,住家用,Anping District  ,2,2,3
5300,98.3,House,2,全/四層,無,有,住商用,Anping District  ,1,1,1
650,15.4044,high-rise  apartment  (building),24,六層/十四層,有,有,住家用,Anping District  ,2,1,2
620,21.540484,high-rise  apartment  (building),29,十層/二十一層,有,有,住家用,Anping District  ,2,2,2
1400,25.586275,high-rise  apartment  (building),1,十九層/二十二層,有,有,住家用,Anping District  ,2,2,3
460,9.895221,high-rise  apartment  (building),29,七層/十七層,有,有,住家用,Anping District  ,1,1,1
500,21.28434,condominium,31,五層/七層,有,有,住家用,Anping District  ,2,1,2
1088,28.69155,high-rise  apartment  (building),7,十六層/二十層,有,有,住家用,Anping District  ,2,2,3
650,22.92,House,46,全/二層,無,無,住家用,Anping District  ,3,2,3
500,22.29858,condominium,30,二層/七層,有,有,住家用,Anping District  ,2,1,2
732,22.30603,high-rise  apartment  (building),28,十六層/二十七層,有,有,住家用,Anping District  ,1,2,3
8.4,0.32872,high-rise  apartment  (building),29,八層/十七層,有,有,住家用,Anping District  ,2,2,3
1480,65.75,House,27,全/四層,無,無,住家用,Anping District  ,2,4,5
950,23.511698,high-rise  apartment  (building),25,十八層/二十層,有,有,住家用,Anping District  ,2,2,3
1300,73.34,House,34,全/四層,無,無,住商用,Anping District  ,1,4,5
600,27.26703,condominium,28,六層/七層,有,有,住家用,Anping District  ,2,2,3
600,26.374599,condominium,28,六層/七層,有,有,住家用,Anping District  ,2,2,3
3580,64.494542,high-rise  apartment  (building),6,六層/二十四層,有,有,住家用,Anping District  ,2,3,3
285,5.220776,condominium,30,五層/六層,有,有,住家用,Anping District  ,1,1,1
2600,90.02,House,1,全/四層,無,無,住家用,Anping District  ,2,6,5
1710,66.63,House,12,全/五層,無,無,住家用,Anping District  ,2,4,5
820,15.511078,high-rise  apartment  (building),7,三層/二十三層,有,有,住家用,Anping District  ,2,1,2
620,20.811312,condominium,30,二層/六層,有,有,住家用,Anping District  ,2,2,3
758,30.173886,high-rise  apartment  (building),25,"十一層,十二層,見其他登記事項/二十四層",有,有,住家用,Anping District  ,2,2,3
560,26.503365,high-rise  apartment  (building),29,四層/二十二層,有,有,住家用,Anping District  ,2,2,3
738,22.644882,high-rise  apartment  (building),26,十七層/二十四層,有,有,住家用,Anping District  ,2,2,3
908,26.94384,condominium,25,二層/八層,有,有,住家用,Anping District  ,2,2,3
1800,53.1,House,2,全/四層,無,無,住家用,Anping District  ,2,5,4
810,14.396272,high-rise  apartment  (building),3,十層/十八層,有,有,住家用,Anping District  ,2,1,2
880,16.824876,high-rise  apartment  (building),2,二十層/二十二層,有,有,住家用,Anping District  ,2,1,1
700,20.23735,high-rise  apartment  (building),28,"三層,騎樓/十二層",有,有,住家用,Anping District  ,2,2,3
628,22.029909,high-rise  apartment  (building),25,"十九層,二十層/二十四層",有,有,住家用,Anping District  ,2,2,2
1600,70.02,House,31,全/五層,無,無,住商用,Anping District  ,8,1,8
1020,17.803828,high-rise  apartment  (building),1,十七層/二十二層,有,有,住家用,Anping District  ,1,2,2
1010,27.37903,high-rise  apartment  (building),26,十三層/二十四層,有,有,住家用,Anping District  ,2,2,3
2350,43.22142,high-rise  apartment  (building),6,二十六層/二十九層,有,有,住家用,Anping District  ,2,2,3
250,13.002935,condominium,30,五層/六層,有,有,住家用,Anping District  ,2,2,3
933,45.05,House,30,全/五層,無,無,住商用,Anping District  ,4,5,8
1350,30.530968,high-rise  apartment  (building),18,五層/十四層,有,有,住家用,Anping District  ,2,2,4
1050,25.47039,high-rise  apartment  (building),7,十七層/二十三層,有,有,住家用,Anping District  ,2,2,2
3799,83.7,high-rise  apartment  (building),2,"十九層,見其他登記事項/十九層",有,有,住家用,Anping District  ,2,4,3
1120,20.518848,high-rise  apartment  (building),2,十層/二十二層,有,有,住家用,Anping District  ,1,2,2
442,15.377248,high-rise  apartment  (building),26,十六層/二十二層,有,有,住家用,Anping District  ,2,1,2
2685,47.75106,high-rise  apartment  (building),6,六層/二十九層,有,有,住家用,Anping District  ,2,3,3
1150,21.08564,high-rise  apartment  (building),2,十四層/二十二層,有,有,住家用,Anping District  ,1,2,1
1100,29.238915,high-rise  apartment  (building),7,十七層/二十三層,有,有,住家用,Anping District  ,2,2,2
1260,23.5739,high-rise  apartment  (building),1,八層/二十二層,有,有,住家用,Anping District  ,2,1,2
1300,25.310025,high-rise  apartment  (building),1,二十二層/二十二層,有,有,住家用,Anping District  ,2,2,3
920,27.07485,high-rise  apartment  (building),25,十七層/二十層,有,有,住家用,Anping District  ,2,2,3
1180,28.349055,high-rise  apartment  (building),7,十三層/二十七層,有,有,住家用,Anping District  ,2,2,2
820,23.430352,high-rise  apartment  (building),28,"一層,二層/十七層",有,有,住商用,Anping District  ,1,1,1
1150,38.65,House,36,全/二層,無,無,住商用,Anping District  ,2,2,3
958,24.586011,high-rise  apartment  (building),10,"一層,二層/十四層",有,有,商辦用,Anping District  ,2,1,2
1315,23.572404,high-rise  apartment  (building),1,六層/二十二層,有,有,住家用,Anping District  ,2,2,2
320,8.47952,high-rise  apartment  (building),28,四層/十三層,有,有,住家用,Anping District  ,1,1,1
150,13.027529,Apartment,29,五層/五層,無,無,住家用,Anping District  ,2,2,3
1600,67.36,House,47,全/三層,無,無,住商用,Anping District  ,1,6,5
13856,203.283108,high-rise  apartment  (building),7,"一層,二層/二十五層",有,有,商辦用,Anping District  ,1,1,2
2144,29.76292,high-rise  apartment  (building),7,一層/二十五層,有,有,商業用,Anping District  ,1,1,1
800,30.023505,condominium,29,三層/七層,有,有,住家用,Anping District  ,2,3,3
865,25.084194,condominium,30,八層/八層,有,有,住家用,Anping District  ,2,2,2
1300,23.221422,high-rise  apartment  (building),1,十六層/二十二層,有,有,住家用,Anping District  ,2,1,1
1070,27.777519,high-rise  apartment  (building),7,八層/二十六層,有,有,住家用,Anping District  ,2,2,3
3000,92.61,House,19,全/四層,無,無,住家用,Anping District  ,2,6,6
685,22.6842,condominium,29,六層/九層,有,有,住家用,Anping District  ,2,2,3
680,15.1575,high-rise  apartment  (building),7,三層/二十七層,有,有,住家用,Anping District  ,2,1,2
3280,154.9,House,31,全/五層,無,無,住商用,Anping District  ,3,5,8
260,6.26355,high-rise  apartment  (building),28,十層/十三層,有,有,住家用,Anping District  ,1,1,1
1800,89.209065,high-rise  apartment  (building),33,十一層/十二層,有,有,住家用,Anping District  ,2,4,7
550,15.977405,condominium,24,"一層,騎樓/七層",有,有,住商用,Anping District  ,2,1,1
1205,22.44857,high-rise  apartment  (building),17,十三層/十四層,有,有,住家用,Anping District  ,2,2,3
1250,23.232512,high-rise  apartment  (building),1,十九層/二十二層,有,有,住家用,Anping District  ,2,1,2
700,58.402225,condominium,30,"一層,騎樓,地下層/六層",有,有,商業用,Anping District  ,2,2,2
280,7.486128,high-rise  apartment  (building),29,六層/十三層,有,有,住家用,Anping District  ,1,1,1
830,16.55835,high-rise  apartment  (building),10,三層/十四層,有,有,住家用,Anping District  ,2,1,3
605,22.53842,high-rise  apartment  (building),27,二十層/二十四層,有,有,住家用,Anping District  ,2,2,3
1580,85.47,House,31,全/四層,無,無,住商用,Anping District  ,4,4,4
1680,35.95,House,52,全/二層,無,無,住家用,Anping District  ,1,1,1
825,15.998502,high-rise  apartment  (building),1,十四層/二十二層,有,有,住家用,Anping District  ,2,1,1
750,16.53852,high-rise  apartment  (building),10,五層/十四層,有,有,住家用,Anping District  ,1,1,3
496.5,36.268976,high-rise  apartment  (building),7,三層/二十層,有,有,住家用,Anping District  ,2,2,4
245,5.746314,condominium,30,六層/六層,有,有,住家用,Anping District  ,1,1,1
250,15.377248,high-rise  apartment  (building),27,十六層/二十二層,有,有,住家用,Anping District  ,1,1,2
1450,58.17141,high-rise  apartment  (building),27,"一層,二層,三層,騎樓/十七層",有,有,住商用,Annan District ,2,3,3
900,33.170214,high-rise  apartment  (building),27,"一層,二層,三層/十七層",有,有,住商用,Annan District ,2,3,3
700,38.223048,high-rise  apartment  (building),27,"一層,二層,三層/十七層",有,有,住商用,Annan District ,2,3,3
898,27.064629,Apartment,29,"一層,二層,騎樓,夾層/五層",有,無,住商用,Annan District ,3,3,5
1180,33.595605,high-rise  apartment  (building),25,"一層,二層/十四層",有,有,住家用,Annan District ,2,2,5
1743,35.325252,condominium,1,一層/七層,有,有,住家用,Annan District ,2,2,3
890,22.229896,condominium,9,一層/七層,有,有,商業用,Annan District ,1,1,1
925,22.867546,condominium,9,一層/七層,有,有,商業用,Annan District ,1,1,1
840,17.030955,condominium,1,一層/八層,有,有,住家用,Annan District ,1,1,2
830,24.763765,high-rise  apartment  (building),30,一層/十一層,有,有,住家用,Annan District ,2,2,3
1636,32.216868,high-rise  apartment  (building),2,一層/十七層,有,有,住家用,Annan District ,2,2,3
1030,20.548704,high-rise  apartment  (building),2,一層/十五層,有,有,住家用,Annan District ,2,1,2
1252,29.14275,high-rise  apartment  (building),1,一層/十四層,有,有,住家用,Annan District ,2,2,3
1598,32.204646,high-rise  apartment  (building),1,一層/十四層,有,有,商業用,Annan District ,1,1,1
1330,36.559488,high-rise  apartment  (building),4,一層/十四層,有,有,住家用,Annan District ,2,2,3
680,24.873618,Apartment,42,一層/四層,無,無,住家用,Annan District ,2,1,3
630,24.40098,Apartment,42,一層/四層,無,無,住家用,Annan District ,2,3,4
500,24.631722,Apartment,43,一層/四層,無,無,住家用,Annan District ,1,2,3
975,33.250249,high-rise  apartment  (building),30,"七層,八層/十一層",有,有,住家用,Annan District ,2,2,3
938,31.512859,condominium,30,"七層,八層/十層",有,有,住家用,Annan District ,2,2,4
865,22.384193,condominium,9,七層/七層,有,有,住家用,Annan District ,2,2,2
620,24.423597,condominium,27,七層/九層,有,有,住家用,Annan District ,2,2,4
900,22.189596,condominium,5,七層/九層,有,有,住家用,Annan District ,1,2,2
855,22.092518,condominium,6,七層/九層,有,有,住家用,Annan District ,2,2,2
1127,20.002,condominium,1,七層/九層,有,有,住家用,Annan District ,2,2,2
2025,38.088687,high-rise  apartment  (building),1,七層/二十層,有,有,住家用,Annan District ,2,2,3
1330,34.182648,condominium,1,七層/八層,有,有,住家用,Annan District ,2,2,3
1168,28.651058,condominium,1,七層/八層,有,有,住家用,Annan District ,2,2,3
1235,28.651058,condominium,1,七層/八層,有,有,住家用,Annan District ,2,2,3
1260,26.862314,high-rise  apartment  (building),1,七層/十三層,有,有,住家用,Annan District ,2,2,3
1060,23.305158,high-rise  apartment  (building),2,七層/十三層,有,有,住家用,Annan District ,2,2,2
1700,34.98444,high-rise  apartment  (building),2,七層/十九層,有,有,住家用,Annan District ,2,2,3
951,29.209211,high-rise  apartment  (building),26,七層/十二層,有,有,住家用,Annan District ,2,2,4
535,19.640768,high-rise  apartment  (building),26,七層/十二層,有,有,住家用,Annan District ,2,2,3
1100,28.52644,high-rise  apartment  (building),2,七層/十五層,有,有,住家用,Annan District ,2,2,3
1040,24.69327,high-rise  apartment  (building),2,七層/十五層,有,有,住家用,Annan District ,2,2,2
800,22.41714,high-rise  apartment  (building),1,七層/十五層,有,有,住家用,Annan District ,1,1,2
580,20.176632,high-rise  apartment  (building),1,七層/十五層,有,有,住家用,Annan District ,2,1,2
900,20.920036,high-rise  apartment  (building),3,七層/十五層,有,有,住家用,Annan District ,2,1,2
1390,33.349305,high-rise  apartment  (building),3,七層/十五層,有,有,住家用,Annan District ,2,2,3
1350,27.350067,high-rise  apartment  (building),1,七層/十四層,有,有,住家用,Annan District ,2,2,3
1007,22.462785,high-rise  apartment  (building),1,七層/十四層,有,有,住家用,Annan District ,2,1,2
960,21.093345,high-rise  apartment  (building),1,七層/十四層,有,有,住家用,Annan District ,1,1,2
790,21.093345,high-rise  apartment  (building),1,七層/十四層,有,有,住家用,Annan District ,2,1,2
1203,27.65243,condominium,1,七層/十層,有,有,住家用,Annan District ,2,2,3
1205,27.631152,condominium,1,七層/十層,有,有,住家用,Annan District ,2,2,3
1015,29.898453,condominium,2,三層/七層,有,有,住家用,Annan District ,2,2,4
666,16.531152,condominium,6,三層/九層,無,有,住家用,Annan District ,1,2,2
778,19.98932,condominium,28,三層/九層,有,有,住家用,Annan District ,2,2,3
1680,36.815072,high-rise  apartment  (building),1,三層/二十層,有,有,住家用,Annan District ,2,2,3
910,21.011188,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
1388,40.596944,condominium,8,三層/五層,有,有,住家用,Annan District ,2,2,3
950,21.805506,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
580,31.659592,Apartment,29,三層/五層,有,無,住家用,Annan District ,2,2,3
858,19.534908,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,2
1216,28.938798,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
1278,30.29019,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
1235,29.49835,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
785,17.802005,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,2
1254,29.53464,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
1235,28.89424,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
1048,24.33669,condominium,1,三層/五層,有,有,住家用,Annan District ,2,2,3
